Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
9643	MORF4L2	65983	GRAMD3
9643	MORF4L2	65986	ZBTB10
9643	MORF4L2	84445	LZTS2
9643	MORF4L2	84456	L3MBTL3
9643	MORF4L2	93621	MRFAP1
9643	MORF4L2	114932	MRFAP1L1
9643	MORF4L2	115265	DDIT4L
9643	MORF4L2	171483	FAM9B
9643	MORF4L2	222389	BEND7
9659	PDE4DIP	9724	UTP14C
9659	PDE4DIP	9873	FCHSD2
9659	PDE4DIP	22919	MAPRE1
9659	PDE4DIP	23281	MTUS2
9659	PDE4DIP	24144	TFIP11
9659	PDE4DIP	26121	PRPF31
9659	PDE4DIP	51545	ZNF581
9659	PDE4DIP	54927	CHCHD3
9659	PDE4DIP	54955	C1orf109
9659	PDE4DIP	55195	C14orf105
9659	PDE4DIP	55337	C19orf66
9659	PDE4DIP	55697	VAC14
9659	PDE4DIP	57409	MIF4GD
9659	PDE4DIP	57639	CCDC146
9659	PDE4DIP	63898	SH2D4A
9659	PDE4DIP	64782	AEN
9659	PDE4DIP	79005	SCNM1
9659	PDE4DIP	79038	ZFYVE21
9659	PDE4DIP	79165	LENG1
9659	PDE4DIP	79797	ZNF408
9659	PDE4DIP	84140	FAM161A
9659	PDE4DIP	89953	KLC4
9659	PDE4DIP	115106	HAUS1
9659	PDE4DIP	147700	KLC3
9659	PDE4DIP	170954	PPP1R18
9659	PDE4DIP	253461	ZBTB38
9659	PDE4DIP	285093	RTP5
9659	PDE4DIP	390535	GOLGA8EP
9659	PDE4DIP	401508	FAM74A4
9659	PDE4DIP	440321	FLJ32679
9666	DZIP3	9743	ARHGAP32
9666	DZIP3	11100	HNRNPUL1
9666	DZIP3	54819	ZCCHC10
9666	DZIP3	80254	CEP63
9666	DZIP3	83759	RBM4B
9666	DZIP3	91661	ZNF765
9666	DZIP3	730394	GTF2H2C_2
9670	IPO13	80714	PBX4
9672	SDC3	386682	KRTAP10-3
9674	KIAA0040	386682	KRTAP10-3
9694	EMC2	10328	EMC8
9694	EMC2	22806	IKZF3
9694	EMC2	51016	EMC9
9694	EMC2	80125	CCDC33
9702	CEP57	10928	RALBP1
9702	CEP57	24144	TFIP11
9702	CEP57	79571	GCC1
9702	CEP57	80254	CEP63
9702	CEP57	125115	KRT40
9702	CEP57	266740	MAGEA2B
9718	ECE2	163183	SYNE4
9721	GPRIN2	10134	BCAP31
9721	GPRIN2	85287	KRTAP4-7
9721	GPRIN2	140735	DYNLL2
9721	GPRIN2	353332	KRTAP12-1
9721	GPRIN2	386682	KRTAP10-3
9722	NOS1AP	286499	FAM133A
9724	UTP14C	29911	HOOK2
9724	UTP14C	56159	TEX11
9724	UTP14C	57159	TRIM54
9724	UTP14C	84445	LZTS2
9724	UTP14C	125115	KRT40
9724	UTP14C	144165	PRICKLE1
9724	UTP14C	284001	CCDC57
9726	ZNF646	56946	C11orf30
9728	SECISBP2L	140735	DYNLL2
9729	KIAA0408	10174	SORBS3
9743	ARHGAP32	10152	ABI2
9743	ARHGAP32	84445	LZTS2
9747	FAM115A	10127	ZNF263
9747	FAM115A	10253	SPRY2
9747	FAM115A	10262	SF3B4
9747	FAM115A	22806	IKZF3
9747	FAM115A	24144	TFIP11
9753	ZSCAN12	9753	ZSCAN12
9753	ZSCAN12	11043	MID2
9753	ZSCAN12	23281	MTUS2
9753	ZSCAN12	24144	TFIP11
9753	ZSCAN12	25888	ZNF473
9753	ZSCAN12	54925	ZSCAN32
9753	ZSCAN12	55888	ZKSCAN7
9753	ZSCAN12	80321	CEP70
9753	ZSCAN12	84838	ZNF496
9753	ZSCAN12	117178	SSX2IP
9753	ZSCAN12	386677	KRTAP10-1
9759	HDAC4	23281	MTUS2
9759	HDAC4	23641	LDOC1
9759	HDAC4	30008	EFEMP2
9759	HDAC4	57763	ANKRA2
9759	HDAC4	60561	RINT1
9759	HDAC4	64753	CCDC136
9759	HDAC4	125115	KRT40
9766	KIAA0247	54507	ADAMTSL4
9766	KIAA0247	386681	KRTAP10-8
9770	RASSF2	83593	RASSF5
9775	EIF4A3	27250	PDCD4
9775	EIF4A3	55536	CDCA7L
9779	TBC1D5	11345	GABARAPL2
9779	TBC1D5	23710	GABARAPL1
9779	TBC1D5	51699	VPS29
9779	TBC1D5	84285	EIF1AD
9782	MATR3	9782	MATR3
9782	MATR3	51655	RASD1
9787	DLGAP5	23281	MTUS2
9798	IST1	23473	CAPN7
9798	IST1	29979	UBQLN1
9802	DAZAP2	9802	DAZAP2
9802	DAZAP2	10133	OPTN
9802	DAZAP2	10241	CALCOCO2
9802	DAZAP2	10254	STAM2
9802	DAZAP2	10422	UBAC1
9802	DAZAP2	10865	ARID5A
9802	DAZAP2	11030	RBPMS
9802	DAZAP2	11129	CLASRP
9802	DAZAP2	23126	POGZ
9802	DAZAP2	23201	FAM168A
9802	DAZAP2	23327	NEDD4L
9802	DAZAP2	23543	RBFOX2
9802	DAZAP2	27246	RNF115
9802	DAZAP2	27342	RABGEF1
9802	DAZAP2	29924	EPN1
9802	DAZAP2	51619	UBE2D4
9802	DAZAP2	53347	UBASH3A
9802	DAZAP2	54165	DCUN1D1
9802	DAZAP2	54472	TOLLIP
9802	DAZAP2	55041	PLEKHB2
9802	DAZAP2	55048	VPS37C
9802	DAZAP2	64744	SMAP2
9802	DAZAP2	79931	TNIP3
9802	DAZAP2	80778	ZNF34
9802	DAZAP2	84528	RHOXF2
9802	DAZAP2	84959	UBASH3B
9802	DAZAP2	84970	C1orf94
9802	DAZAP2	90268	OTULIN
9802	DAZAP2	122183	PRR20A
9802	DAZAP2	130617	ZFAND2B
9802	DAZAP2	200523	TEX37
9802	DAZAP2	337879	KRTAP8-1
9802	DAZAP2	337972	KRTAP19-5
9802	DAZAP2	391104	VHLL
9802	DAZAP2	727800	RNF208
9805	SCRN1	64689	GORASP1
9810	RNF40	9810	RNF40
9810	RNF40	51421	AMOTL2
9810	RNF40	57639	CCDC146
9810	RNF40	119392	SFR1
9814	SFI1	9814	SFI1
9814	SFI1	10459	MAD2L2
9814	SFI1	29950	SERTAD1
9814	SFI1	90060	CCDC120
9814	SFI1	284001	CCDC57
9814	SFI1	348487	FAM131C
9817	KEAP1	10072	DPP3
9817	KEAP1	11163	NUDT4
9817	KEAP1	23005	MAPKBP1
9817	KEAP1	26249	KLHL3
9817	KEAP1	27258	LSM3
9817	KEAP1	54925	ZSCAN32
9817	KEAP1	55074	OXR1
9817	KEAP1	57820	CCNB1IP1
9817	KEAP1	84292	WDR83
9817	KEAP1	150864	FAM117B
9818	NUPL1	23636	NUP62
9818	NUPL1	29979	UBQLN1
9818	NUPL1	51225	ABI3
9818	NUPL1	53371	NUP54
9825	SPATA2	84445	LZTS2
9827	RGP1	285622	NBPF22P
9832	JAKMIP2	9832	JAKMIP2
9832	JAKMIP2	23332	CLASP1
9832	JAKMIP2	26121	PRPF31
9832	JAKMIP2	64147	KIF9
9832	JAKMIP2	65003	MRPL11
9832	JAKMIP2	79745	CLIP4
9832	JAKMIP2	80258	EFHC2
9841	ZBTB24	11043	MID2
9841	ZBTB24	23099	ZBTB43
9841	ZBTB24	23126	POGZ
9841	ZBTB24	23582	CCNDBP1
9841	ZBTB24	23641	LDOC1
9841	ZBTB24	28999	KLF15
9841	ZBTB24	53335	BCL11A
9841	ZBTB24	79618	HMBOX1
9841	ZBTB24	79959	CEP76
9841	ZBTB24	80321	CEP70
9841	ZBTB24	80705	TSGA10
9841	ZBTB24	81628	TSC22D4
9841	ZBTB24	85291	KRTAP4-2
9841	ZBTB24	90933	TRIM41
9841	ZBTB24	117178	SSX2IP
9841	ZBTB24	125115	KRT40
9841	ZBTB24	386675	KRTAP10-7
9841	ZBTB24	386676	KRTAP10-9
9841	ZBTB24	386677	KRTAP10-1
9841	ZBTB24	386680	KRTAP10-5
9841	ZBTB24	386681	KRTAP10-8
9841	ZBTB24	386682	KRTAP10-3
9841	ZBTB24	653121	ZBTB8A
9844	ELMO1	57159	TRIM54
9844	ELMO1	57541	ZNF398
9851	KIAA0753	54967	CT55
9851	KIAA0753	79571	GCC1
9851	KIAA0753	83878	USHBP1
9851	KIAA0753	84140	FAM161A
9851	KIAA0753	163071	ZNF114
9852	EPM2AIP1	9852	EPM2AIP1
9852	EPM2AIP1	56952	PRTFDC1
9852	EPM2AIP1	57159	TRIM54
9852	EPM2AIP1	57820	CCNB1IP1
9852	EPM2AIP1	79078	C1orf50
9852	EPM2AIP1	79869	CPSF7
9852	EPM2AIP1	284252	KCTD1
9861	PSMD6	29979	UBQLN1
9871	SEC24D	10262	SF3B4
9871	SEC24D	10483	SEC23B
9873	FCHSD2	23281	MTUS2
9873	FCHSD2	55324	ABCF3
9873	FCHSD2	171483	FAM9B
9874	TLK1	9874	TLK1
9874	TLK1	51213	LUZP4
9878	TOX4	54971	BANP
9878	TOX4	58498	MYL7
9878	TOX4	64778	FNDC3B
9878	TOX4	79833	GEMIN6
9878	TOX4	116225	ZMYND19
9883	POM121	10551	AGR2
9883	POM121	11030	RBPMS
9883	POM121	22976	PAXIP1
9883	POM121	56159	TEX11
9883	POM121	79959	CEP76
9889	ZBED4	9889	ZBED4
9899	SV2B	86614	HSFY1
9911	TMCC2	9911	TMCC2
9911	TMCC2	10524	KAT5
9911	TMCC2	23181	DIP2A
9911	TMCC2	26121	PRPF31
9911	TMCC2	51352	WT1-AS
9911	TMCC2	51421	AMOTL2
9911	TMCC2	51545	ZNF581
9911	TMCC2	55138	FAM90A1
9911	TMCC2	58500	ZNF250
9911	TMCC2	80125	CCDC33
9911	TMCC2	84140	FAM161A
9911	TMCC2	84528	RHOXF2
9911	TMCC2	84661	DPY30
9911	TMCC2	84914	ZNF587
9911	TMCC2	85302	FBF1
9911	TMCC2	147687	ZNF417
9911	TMCC2	154313	C6orf165
9911	TMCC2	154865	IQUB
9911	TMCC2	401508	FAM74A4
9925	ZBTB5	23075	SWAP70
9925	ZBTB5	51043	ZBTB7B
9929	JOSD1	11043	MID2
9929	JOSD1	83899	KRTAP9-2
9929	JOSD1	125115	KRT40
9929	JOSD1	386672	KRTAP10-4
9929	JOSD1	386681	KRTAP10-8
9929	JOSD1	386682	KRTAP10-3
9929	JOSD1	388677	NOTCH2NL
9936	CD302	89885	FATE1
9939	RBM8A	55110	MAGOHB
9943	OXSR1	285613	RELL2
9949	AMMECR1	10241	CALCOCO2
9949	AMMECR1	11030	RBPMS
9949	AMMECR1	54507	ADAMTSL4
9958	USP15	54908	SPDL1
9958	USP15	64170	CARD9
9958	USP15	284001	CCDC57
9961	MVP	9961	MVP
9963	SLC23A1	10768	AHCYL1
9963	SLC23A1	23281	MTUS2
9963	SLC23A1	54507	ADAMTSL4
9963	SLC23A1	85291	KRTAP4-2
9963	SLC23A1	386675	KRTAP10-7
9963	SLC23A1	386676	KRTAP10-9
9963	SLC23A1	386677	KRTAP10-1
9963	SLC23A1	386680	KRTAP10-5
9963	SLC23A1	386681	KRTAP10-8
9963	SLC23A1	386682	KRTAP10-3
9963	SLC23A1	388677	NOTCH2NL
9975	NR1D2	11030	RBPMS
9975	NR1D2	11043	MID2
9975	NR1D2	85291	KRTAP4-2
9975	NR1D2	125115	KRT40
9975	NR1D2	386676	KRTAP10-9
9975	NR1D2	388677	NOTCH2NL
9984	THOC1	27342	RABGEF1
9984	THOC1	57159	TRIM54
9984	THOC1	64112	MOAP1
9984	THOC1	83878	USHBP1
10007	GNPDA1	56952	PRTFDC1
10010	TANK	80254	CEP63
10015	PDCD6IP	55165	CEP55
10016	PDCD6	10016	PDCD6
10016	PDCD6	23593	HEBP2
10016	PDCD6	55048	VPS37C
10016	PDCD6	553115	PEF1
10020	GNE	10020	GNE
10020	GNE	10253	SPRY2
10020	GNE	54507	ADAMTSL4
10020	GNE	83755	KRTAP4-12
10020	GNE	83899	KRTAP9-2
10020	GNE	84705	GTPBP3
10020	GNE	386675	KRTAP10-7
10020	GNE	386676	KRTAP10-9
10020	GNE	386680	KRTAP10-5
10020	GNE	386681	KRTAP10-8
10020	GNE	386682	KRTAP10-3
10020	GNE	388677	NOTCH2NL
10024	TROAP	22919	MAPRE1
10024	TROAP	22924	MAPRE3
10024	TROAP	54971	BANP
10024	TROAP	125115	KRT40
10043	TOM1	54472	TOLLIP
10054	UBA2	391257	SUMO1P1
10063	COX17	84056	KATNAL1
10069	RWDD2B	10320	IKZF1
10069	RWDD2B	10912	GADD45G
10069	RWDD2B	125115	KRT40
10069	RWDD2B	158405	KIAA1958
10069	RWDD2B	386675	KRTAP10-7
10078	TSSC4	55072	RNF31
10078	TSSC4	64395	GMCL1
10078	TSSC4	79959	CEP76
10083	USH1C	145282	MIPOL1
10084	PQBP1	22919	MAPRE1
10084	PQBP1	84445	LZTS2
10087	COL4A3BP	10087	COL4A3BP
10087	COL4A3BP	23204	ARL6IP1
10087	COL4A3BP	23421	ITGB3BP
10087	COL4A3BP	81569	ACTL8
10093	ARPC4	114824	PNMA5
10101	NUBP2	23371	TENC1
10101	NUBP2	386675	KRTAP10-7
10101	NUBP2	386682	KRTAP10-3
10101	NUBP2	388677	NOTCH2NL
10105	PPIF	10152	ABI2
10105	PPIF	54971	BANP
10105	PPIF	116173	CMTM5
10106	CTDSP2	83461	CDCA3
10107	TRIM10	64927	TTC23
10112	KIF20A	80256	FAM214B
10124	ARL4A	79839	CCDC102B
10124	ARL4A	84221	SPATC1L
10124	ARL4A	284001	CCDC57
10126	DNAL4	57159	TRIM54
10126	DNAL4	140735	DYNLL2
10126	DNAL4	386682	KRTAP10-3
10126	DNAL4	388677	NOTCH2NL
10127	ZNF263	55668	GPATCH2L
10133	OPTN	10133	OPTN
10133	OPTN	10318	TNIP1
10133	OPTN	10890	RAB10
10133	OPTN	51019	CCDC53
10133	OPTN	57541	ZNF398
10133	OPTN	64786	TBC1D15
10133	OPTN	79673	ZNF329
10133	OPTN	93474	ZNF670
10138	YAF2	26040	SETBP1
10142	AKAP9	22806	IKZF3
10142	AKAP9	51322	WAC
10142	AKAP9	55145	THAP1
10142	AKAP9	63978	PRDM14
10142	AKAP9	83878	USHBP1
10142	AKAP9	84970	C1orf94
10142	AKAP9	154075	SAMD3
10152	ABI2	10152	ABI2
10152	ABI2	10254	STAM2
10152	ABI2	10278	EFS
10152	ABI2	22954	TRIM32
10152	ABI2	23636	NUP62
10152	ABI2	24144	TFIP11
10152	ABI2	26258	BLOC1S6
10152	ABI2	51334	PRR16
10152	ABI2	54535	CCHCR1
10152	ABI2	56243	KIAA1217
10152	ABI2	57176	VARS2
10152	ABI2	65080	MRPL44
10152	ABI2	79571	GCC1
10152	ABI2	79637	ARMC7
10152	ABI2	79839	CCDC102B
10152	ABI2	84106	PRAM1
10152	ABI2	90410	IFT20
10152	ABI2	112399	EGLN3
10152	ABI2	114932	MRFAP1L1
10152	ABI2	339834	CCDC36
10169	SERF2	55145	THAP1
10169	SERF2	66037	BOLL
10169	SERF2	386682	KRTAP10-3
10174	SORBS3	10174	SORBS3
10174	SORBS3	11100	HNRNPUL1
10174	SORBS3	23181	DIP2A
10174	SORBS3	51043	ZBTB7B
10174	SORBS3	51517	NCKIPSD
10174	SORBS3	55048	VPS37C
10174	SORBS3	55633	TBC1D22B
10174	SORBS3	55906	ZC4H2
10174	SORBS3	57144	PAK7
10174	SORBS3	57176	VARS2
10174	SORBS3	63898	SH2D4A
10174	SORBS3	79720	VPS37B
10174	SORBS3	90933	TRIM41
10174	SORBS3	158297	FAM154A
10174	SORBS3	221184	CPNE2
10188	TNK2	10188	TNK2
10188	TNK2	10783	NEK6
10188	TNK2	386682	KRTAP10-3
10188	TNK2	388677	NOTCH2NL
10190	TXNDC9	11340	EXOSC8
10190	TXNDC9	79959	CEP76
10190	TXNDC9	84970	C1orf94
10190	TXNDC9	143241	DYDC1
10190	TXNDC9	374355	CCDC172
10190	TXNDC9	375341	C3orf62
10193	RNF41	10193	RNF41
10193	RNF41	51329	ARL6IP4
10193	RNF41	54955	C1orf109
10193	RNF41	84445	LZTS2
10193	RNF41	122961	ISCA2
10193	RNF41	140459	ASB6
10197	PSME3	10197	PSME3
10197	PSME3	23181	DIP2A
10197	PSME3	25793	FBXO7
10197	PSME3	25828	TXN2
10197	PSME3	54458	PRR13
10197	PSME3	54819	ZCCHC10
10197	PSME3	85403	EAF1
10197	PSME3	126282	TNFAIP8L1
10202	DHRS2	10513	APPBP2
10204	NUTF2	10204	NUTF2
10204	NUTF2	23636	NUP62
10206	TRIM13	64395	GMCL1
10212	DDX39A	10212	DDX39A
10212	DDX39A	84324	SARNP
10213	PSMD14	84661	DPY30
10213	PSMD14	171483	FAM9B
10214	SSX3	29079	MED4
10214	SSX3	57085	AGTRAP
10214	SSX3	57381	RHOJ
10214	SSX3	80254	CEP63
10214	SSX3	80321	CEP70
10214	SSX3	116173	CMTM5
10214	SSX3	117178	SSX2IP
10214	SSX3	145282	MIPOL1
10219	KLRG1	163183	SYNE4
10226	PLIN3	116173	CMTM5
10228	STX6	63908	NAPB
10236	HNRNPR	202559	KHDRBS2
10241	CALCOCO2	10667	FARS2
10241	CALCOCO2	11043	MID2
10241	CALCOCO2	11266	DUSP12
10241	CALCOCO2	11345	GABARAPL2
10241	CALCOCO2	22893	BAHD1
10241	CALCOCO2	23089	PEG10
10241	CALCOCO2	23198	PSME4
10241	CALCOCO2	23201	FAM168A
10241	CALCOCO2	23710	GABARAPL1
10241	CALCOCO2	25804	LSM4
10241	CALCOCO2	26121	PRPF31
10241	CALCOCO2	26152	ZNF337
10241	CALCOCO2	27247	NFU1
10241	CALCOCO2	51164	DCTN4
10241	CALCOCO2	51296	SLC15A3
10241	CALCOCO2	51545	ZNF581
10241	CALCOCO2	51564	HDAC7
10241	CALCOCO2	54927	CHCHD3
10241	CALCOCO2	55110	MAGOHB
10241	CALCOCO2	55138	FAM90A1
10241	CALCOCO2	55633	TBC1D22B
10241	CALCOCO2	55679	LIMS2
10241	CALCOCO2	56915	EXOSC5
10241	CALCOCO2	57332	CBX8
10241	CALCOCO2	57459	GATAD2B
10241	CALCOCO2	57542	KLHL42
10241	CALCOCO2	63943	FKBPL
10241	CALCOCO2	64518	TEKT3
10241	CALCOCO2	64745	METTL17
10241	CALCOCO2	64783	RBM15
10241	CALCOCO2	78986	DUSP26
10241	CALCOCO2	79025	C20orf195
10241	CALCOCO2	79165	LENG1
10241	CALCOCO2	80028	FBXL18
10241	CALCOCO2	84140	FAM161A
10241	CALCOCO2	84707	BEX2
10241	CALCOCO2	84816	RTN4IP1
10241	CALCOCO2	84904	ARHGEF39
10241	CALCOCO2	85302	FBF1
10241	CALCOCO2	91289	LMF2
10241	CALCOCO2	91694	LONRF1
10241	CALCOCO2	112858	TP53RK
10241	CALCOCO2	115265	DDIT4L
10241	CALCOCO2	132158	GLYCTK
10241	CALCOCO2	143884	CWF19L2
10241	CALCOCO2	163050	ZNF564
10241	CALCOCO2	167153	PAPD4
10241	CALCOCO2	170954	PPP1R18
10241	CALCOCO2	202051	SPATA24
10241	CALCOCO2	255877	BCL6B
10241	CALCOCO2	284058	KANSL1
10241	CALCOCO2	285093	RTP5
10241	CALCOCO2	285753	CEP57L1
10241	CALCOCO2	337867	UBAC2
10241	CALCOCO2	553115	PEF1
10247	HRSP12	10247	HRSP12
10248	POP7	138716	RPP25L
10249	GLYAT	386681	KRTAP10-8
10249	GLYAT	388677	NOTCH2NL
10252	SPRY1	10253	SPRY2
10252	SPRY1	22864	R3HDM2
10252	SPRY1	85291	KRTAP4-2
10252	SPRY1	124790	HEXIM2
10252	SPRY1	353132	LCE1B
10252	SPRY1	353141	LCE2D
10252	SPRY1	386675	KRTAP10-7
10252	SPRY1	386676	KRTAP10-9
10252	SPRY1	386677	KRTAP10-1
10252	SPRY1	386680	KRTAP10-5
10252	SPRY1	386681	KRTAP10-8
10252	SPRY1	386682	KRTAP10-3
10252	SPRY1	388677	NOTCH2NL
10253	SPRY2	10253	SPRY2
10253	SPRY2	10817	FRS3
10253	SPRY2	10868	USP20
10253	SPRY2	11043	MID2
10253	SPRY2	23005	MAPKBP1
10253	SPRY2	23390	ZDHHC17
10253	SPRY2	29763	PACSIN3
10253	SPRY2	30011	SH3KBP1
10253	SPRY2	53347	UBASH3A
10253	SPRY2	55179	FAIM
10253	SPRY2	55337	C19orf66
10253	SPRY2	80270	HSD3B7
10253	SPRY2	81567	TXNDC5
10253	SPRY2	83755	KRTAP4-12
10253	SPRY2	83899	KRTAP9-2
10253	SPRY2	84126	ATRIP
10253	SPRY2	84914	ZNF587
10253	SPRY2	84959	UBASH3B
10253	SPRY2	85280	KRTAP9-4
10253	SPRY2	85287	KRTAP4-7
10253	SPRY2	91694	LONRF1
10253	SPRY2	117144	CATSPER1
10253	SPRY2	124790	HEXIM2
10253	SPRY2	147687	ZNF417
10253	SPRY2	199834	LCE4A
10253	SPRY2	353132	LCE1B
10253	SPRY2	353141	LCE2D
10253	SPRY2	353144	LCE3C
10253	SPRY2	353145	LCE3E
10253	SPRY2	386676	KRTAP10-9
10253	SPRY2	386677	KRTAP10-1
10253	SPRY2	386678	KRTAP10-11
10253	SPRY2	386680	KRTAP10-5
10253	SPRY2	386681	KRTAP10-8
10253	SPRY2	386682	KRTAP10-3
10253	SPRY2	440023	KRTAP5-6
10253	SPRY2	653240	KRTAP4-11
10254	STAM2	55041	PLEKHB2
10254	STAM2	55048	VPS37C
10254	STAM2	57542	KLHL42
10254	STAM2	57561	ARRDC3
10254	STAM2	63898	SH2D4A
10256	CNKSR1	27128	CYTH4
10262	SF3B4	10458	BAIAP2
10262	SF3B4	10992	SF3B2
10262	SF3B4	11100	HNRNPUL1
10262	SF3B4	26039	SS18L1
10262	SF3B4	26051	PPP1R16B
10262	SF3B4	27129	HSPB7
10262	SF3B4	51667	NUB1
10262	SF3B4	53347	UBASH3A
10262	SF3B4	54819	ZCCHC10
10262	SF3B4	64745	METTL17
10262	SF3B4	143884	CWF19L2
10263	CDK2AP2	114932	MRFAP1L1
10268	RAMP3	386682	KRTAP10-3
10268	RAMP3	388677	NOTCH2NL
10273	STUB1	23623	RUSC1
10273	STUB1	25828	TXN2
10273	STUB1	56477	CCL28
10273	STUB1	118427	OLFM3
10278	EFS	26578	OSTF1
10278	EFS	83942	TSSK1B
10278	EFS	147687	ZNF417
10282	BET1	23786	BCL2L13
10282	BET1	147872	CCDC155
10282	BET1	171483	FAM9B
10284	SAP18	388324	INCA1
10286	BCAS2	22806	IKZF3
10286	BCAS2	125115	KRT40
10289	EIF1B	10475	TRIM38
10293	TRAIP	10982	MAPRE2
10302	SNAPC5	10534	SSSCA1
10302	SNAPC5	23636	NUP62
10302	SNAPC5	27128	CYTH4
10302	SNAPC5	81565	NDEL1
10302	SNAPC5	154796	AMOT
10302	SNAPC5	170685	NUDT10
10313	RTN3	10313	RTN3
10313	RTN3	10423	CDIPT
10313	RTN3	55012	PPP2R3C
10313	RTN3	346157	ZNF391
10318	TNIP1	10318	TNIP1
10318	TNIP1	10403	NDC80
10318	TNIP1	10467	ZNHIT1
10318	TNIP1	10928	RALBP1
10318	TNIP1	10933	MORF4L1
10318	TNIP1	11284	PNKP
10318	TNIP1	11345	GABARAPL2
10318	TNIP1	23201	FAM168A
10318	TNIP1	23710	GABARAPL1
10318	TNIP1	26276	VPS33B
10318	TNIP1	28986	MAGEH1
10318	TNIP1	29922	NME7
10318	TNIP1	29965	CDIP1
10318	TNIP1	79753	SNIP1
10318	TNIP1	79931	TNIP3
10318	TNIP1	81631	MAP1LC3B
10318	TNIP1	84140	FAM161A
10318	TNIP1	84365	NIFK
10318	TNIP1	84557	MAP1LC3A
10318	TNIP1	92597	MOB1B
10318	TNIP1	127428	TCEANC2
10318	TNIP1	148281	SYT6
10318	TNIP1	148932	MOB3C
10318	TNIP1	153733	CCDC112
10318	TNIP1	200081	TXLNA
10318	TNIP1	220136	CFAP53
10318	TNIP1	286514	MAGEB18
10318	TNIP1	374659	HDDC3
10320	IKZF1	10320	IKZF1
10320	IKZF1	10445	MCRS1
10320	IKZF1	10459	MAD2L2
10320	IKZF1	10539	GLRX3
10320	IKZF1	10783	NEK6
10320	IKZF1	10933	MORF4L1
10320	IKZF1	11284	PNKP
10320	IKZF1	22938	SNW1
10320	IKZF1	23479	ISCU
10320	IKZF1	25804	LSM4
10320	IKZF1	26240	FAM50B
10320	IKZF1	51545	ZNF581
10320	IKZF1	51760	SYT17
10320	IKZF1	54955	C1orf109
10320	IKZF1	55337	C19orf66
10320	IKZF1	55885	LMO3
10320	IKZF1	57332	CBX8
10320	IKZF1	63898	SH2D4A
10320	IKZF1	64147	KIF9
10320	IKZF1	64396	GMCL1P1
10320	IKZF1	64782	AEN
10320	IKZF1	65265	C8orf33
10320	IKZF1	79005	SCNM1
10320	IKZF1	79050	NOC4L
10320	IKZF1	79637	ARMC7
10320	IKZF1	80256	FAM214B
10320	IKZF1	84140	FAM161A
10320	IKZF1	84221	SPATC1L
10320	IKZF1	122786	FRMD6
10320	IKZF1	147687	ZNF417
10320	IKZF1	153527	ZMAT2
10320	IKZF1	221120	ALKBH3
10320	IKZF1	285753	CEP57L1
10320	IKZF1	339448	C1orf174
10320	IKZF1	401508	FAM74A4
10324	KLHL41	25898	RCHY1
10326	SIRPB1	11030	RBPMS
10336	PCGF3	54880	BCOR
10342	TFG	10342	TFG
10342	TFG	10802	SEC24A
10342	TFG	11030	RBPMS
10342	TFG	27237	ARHGEF16
10342	TFG	51324	SPG21
10342	TFG	55048	VPS37C
10342	TFG	55165	CEP55
10342	TFG	66037	BOLL
10342	TFG	93487	MAPK1IP1L
10342	TFG	134701	RIPPLY2
10342	TFG	553115	PEF1
10360	NPM3	10361	NPM2
10361	NPM2	27111	SDCBP2
10361	NPM2	79666	PLEKHF2
10362	HMG20B	24144	TFIP11
10362	HMG20B	64753	CCDC136
10362	HMG20B	79839	CCDC102B
10362	HMG20B	93426	SYCE1
10363	HMG20A	10363	HMG20A
10363	HMG20A	10556	RPP30
10363	HMG20A	64753	CCDC136
10363	HMG20A	79005	SCNM1
10363	HMG20A	94121	SYTL4
10363	HMG20A	220136	CFAP53
10363	HMG20A	221421	RSPH9
10376	TUBA1B	57085	AGTRAP
10385	BTN2A2	89885	FATE1
10391	CORO2B	10513	APPBP2
10399	GNB2L1	23185	LARP4B
10399	GNB2L1	23609	MKRN2
10403	NDC80	10403	NDC80
10403	NDC80	24144	TFIP11
10403	NDC80	29079	MED4
10403	NDC80	51019	CCDC53
10403	NDC80	54535	CCHCR1
10403	NDC80	57658	CALCOCO1
10403	NDC80	81565	NDEL1
10403	NDC80	90410	IFT20
10403	NDC80	112869	CCDC101
10403	NDC80	115106	HAUS1
10403	NDC80	119392	SFR1
10403	NDC80	147700	KLC3
10403	NDC80	200081	TXLNA
10403	NDC80	285180	RUFY4
10422	UBAC1	23321	TRIM2
10422	UBAC1	56658	TRIM39
10425	ARIH2	80125	CCDC33
10430	TMEM147	90993	CREB3L1
10430	TMEM147	163183	SYNE4
10430	TMEM147	388633	LDLRAD1
10435	CDC42EP2	23092	ARHGAP26
10435	CDC42EP2	29922	NME7
10436	EMG1	401508	FAM74A4
10437	IFI30	83755	KRTAP4-12
10437	IFI30	388677	NOTCH2NL
10438	C1D	149233	IL23R
10443	N4BP2L2	10465	PPIH
10443	N4BP2L2	84316	NAA38
10445	MCRS1	51019	CCDC53
10445	MCRS1	83878	USHBP1
10445	MCRS1	158405	KIAA1958
10447	FAM3C	90993	CREB3L1
10450	PPIE	56949	XAB2
10458	BAIAP2	10458	BAIAP2
10458	BAIAP2	54458	PRR13
10458	BAIAP2	148223	C19orf25
10459	MAD2L2	54793	KCTD9
10460	TACC3	55048	VPS37C
10460	TACC3	55633	TBC1D22B
10460	TACC3	55857	KIZ
10460	TACC3	79058	ASPSCR1
