entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
273	AMPH	1759	DNM1
5698	PSMB9	23426	GRIP1
672	BRCA1	150684	COMMD1
207	AKT1	9869	SETDB1
7157	TP53	51741	WWOX
3821	KLRC1	3824	KLRD1
3661	IRF3	29110	TBK1
7936	NELFE	25920	NELFB
2099	ESR1	2309	FOXO3
10594	PRPF8	91603	ZNF830
5048	PAFAH1B1	10726	NUDC
10006	ABI1	55740	ENAH
23129	PLXND1	64218	SEMA4A
7251	TSG101	84440	RAB11FIP4
273	AMPH	7518	XRCC4
7068	THRB	8668	EIF3I
29109	FHOD1	29109	FHOD1
2099	ESR1	23543	RBFOX2
890	CCNA2	23421	ITGB3BP
84676	TRIM63	85476	GFM1
5584	PRKCI	10818	FRS2
3611	ILK	80895	ILKAP
7013	TERF1	7013	TERF1
24148	PRPF6	54957	TXNL4B
4322	MMP13	4322	MMP13
339	APOBEC1	9530	BAG4
22854	NTNG1	57689	LRRC4C
4659	PPP1R12A	6478	SIAH2
10016	PDCD6	553115	PEF1
10048	RANBP9	27185	DISC1
7222	TRPC3	7222	TRPC3
29110	TBK1	29110	TBK1
3725	JUN	3725	JUN
5728	PTEN	5747	PTK2
5499	PPP1CA	9858	PPP1R26
1605	DAG1	7402	UTRN
5111	PCNA	56916	SMARCAD1
5781	PTPN11	6504	SLAMF1
2897	GRIK1	6386	SDCBP
1857	DVL3	120892	LRRK2
56852	RAD18	56852	RAD18
7014	TERF2	79648	MCPH1
10486	CAP2	10487	CAP1
2887	GRB10	64599	GIGYF1
7421	VDR	23054	NCOA6
4216	MAP3K4	5608	MAP2K6
5071	PARK2	79586	CHPF
6645	SNTB2	23139	MAST2
5970	RELA	51008	ASCC1
4688	NCF2	4689	NCF4
2475	MTOR	64223	MLST8
2247	FGF2	9982	FGFBP1
1956	EGFR	5921	RASA1
7094	TLN1	7414	VCL
4175	MCM6	55388	MCM10
6749	SSRP1	140890	SREK1
10362	HMG20B	24137	KIF4A
55660	PRPF40A	56893	UBQLN4
5692	PSMB4	51371	POMP
367	AR	5883	RAD9A
607	BCL9	90780	PYGO2
7088	TLE1	51176	LEF1
8648	NCOA1	10062	NR1H3
10670	RRAGA	58528	RRAGD
5575	PRKAR1B	5575	PRKAR1B
64780	MICAL1	81876	RAB1B
3087	HHEX	5371	PML
51659	GINS2	84296	GINS4
23019	CNOT1	29883	CNOT7
5932	RBBP8	6478	SIAH2
274	BIN1	6249	CLIP1
367	AR	9612	NCOR2
7043	TGFB3	7048	TGFBR2
190	NR0B1	6720	SREBF1
3932	LCK	6850	SYK
26986	PABPC1	26986	PABPC1
22976	PAXIP1	51647	FAM96B
79980	DSN1	348235	SKA2
1387	CREBBP	4673	NAP1L1
2321	FLT1	7423	VEGFB
2260	FGFR1	6461	SHB
4792	NFKBIA	8655	DYNLL1
4602	MYB	28996	HIPK2
26751	SH3YL1	152503	SH3D19
572	BAD	596	BCL2
311	ANXA11	85365	ALG2
2	A2M	348	APOE
527	ATP6V0C	29956	CERS2
6789	STK4	6789	STK4
3689	ITGB2	10987	COPS5
1969	EPHA2	6503	SLA
1441	CSF3R	26118	WSB1
10499	NCOA2	10521	DDX17
2885	GRB2	5295	PIK3R1
6004	RGS16	51573	GDE1
7186	TRAF2	54469	ZFAND6
5987	TRIM27	84106	PRAM1
2892	GRIA3	6386	SDCBP
701	BUB1B	4085	MAD2L1
2353	FOS	9612	NCOR2
1387	CREBBP	1459	CSNK2A2
3981	LIG4	5605	MAP2K2
6993	DYNLT1	94086	HSPB9
4602	MYB	26059	ERC2
3551	IKBKB	51138	COPS4
5175	PECAM1	5781	PTPN11
5955	RCN2	11345	GABARAPL2
6449	SGTA	7917	BAG6
5710	PSMD4	5886	RAD23A
718	C3	3075	CFH
1432	MAPK14	55578	SUPT20H
8021	NUP214	11269	DDX19B
1830	DSG3	11187	PKP3
1942	EFNA1	2043	EPHA4
2207	FCER1G	6850	SYK
7323	UBE2D3	54778	RNF111
1234	CCR5	7852	CXCR4
5698	PSMB9	8202	NCOA3
2033	EP300	4090	SMAD5
6452	SH3BP2	6850	SYK
10577	NPC2	79947	DHDDS
3476	IGBP1	4281	MID1
8915	BCL10	83878	USHBP1
1791	DNTT	5111	PCNA
9858	PPP1R26	27340	UTP20
3903	LAIR1	3903	LAIR1
7329	UBE2I	9869	SETDB1
1454	CSNK1E	10807	SDCCAG3
6857	SYT1	25942	SIN3A
19	ABCA1	6641	SNTB1
387	RHOA	10256	CNKSR1
3358	HTR2C	8777	MPDZ
468	ATF4	3726	JUNB
1029	CDKN2A	10522	DEAF1
1386	ATF2	10538	BATF
25	ABL1	5335	PLCG1
10135	NAMPT	10410	IFITM3
3798	KIF5A	84079	ANKRD27
8294	HIST1H4I	55355	HJURP
5910	RAP1GDS1	22920	KIFAP3
207	AKT1	2932	GSK3B
2317	FLNB	2811	GP1BA
142	PARP1	5422	POLA1
8291	DYSF	10049	DNAJB6
23468	CBX5	26225	ARL5A
4654	MYOD1	4654	MYOD1
6310	ATXN1	7324	UBE2E1
1820	ARID3A	6672	SP100
6432	SRSF7	140890	SREK1
324	APC	7804	LRP8
3550	IK	3550	IK
596	BCL2	57142	RTN4
5578	PRKCA	9463	PICK1
5311	PKD2	55690	PACS1
26060	APPL1	51094	ADIPOR1
4212	MEIS2	5087	PBX1
3315	HSPB1	3315	HSPB1
3482	IGF2R	10226	PLIN3
9260	PDLIM7	10771	ZMYND11
8027	STAM	9101	USP8
6272	SORT1	26088	GGA1
4090	SMAD5	9146	HGS
773	CACNA1A	9256	BZRAP1
5599	MAPK8	23162	MAPK8IP3
1859	DYRK1A	9796	PHYHIP
2908	NR3C1	2908	NR3C1
6258	RXRG	7421	VDR
2492	FSHR	10971	YWHAQ
3611	ILK	55679	LIMS2
10542	LAMTOR5	23054	NCOA6
7375	USP4	7375	USP4
3184	HNRNPD	5094	PCBP2
4147	MATN2	6314	ATXN7
1063	CENPF	81565	NDEL1
5241	PGR	6714	SRC
5745	PTH1R	9368	SLC9A3R1
40	ASIC2	9463	PICK1
1956	EGFR	3312	HSPA8
972	CD74	4282	MIF
1054	CEBPG	1649	DDIT3
2033	EP300	4683	NBN
3597	IL13RA1	26146	TRAF3IP1
5599	MAPK8	9467	SH3BP5
860	RUNX2	10413	YAP1
10459	MAD2L2	283489	CHAMP1
57159	TRIM54	84676	TRIM63
2908	NR3C1	10499	NCOA2
3090	HIC1	8289	ARID1A
468	ATF4	10538	BATF
1600	DAB1	4035	LRP1
7324	UBE2E1	22954	TRIM32
5359	PLSCR1	9961	MVP
10293	TRAIP	10293	TRAIP
695	BTK	867	CBL
6399	TRAPPC2	60684	TRAPPC11
6314	ATXN7	6477	SIAH1
3751	KCND2	30820	KCNIP1
4005	LMO2	8861	LDB1
3735	KARS	3735	KARS
9223	MAGI1	23109	DDN
54472	TOLLIP	146691	TOM1L2
10401	PIAS3	83637	ZMIZ2
1432	MAPK14	80824	DUSP16
2775	GNAO1	10287	RGS19
4478	MSN	9368	SLC9A3R1
1053	CEBPE	8554	PIAS1
7013	TERF1	10273	STUB1
1398	CRK	1793	DOCK1
10482	NXF1	10482	NXF1
1488	CTBP2	9580	SOX13
4152	MBD1	9869	SETDB1
7187	TRAF3	10010	TANK
331	XIAP	5894	RAF1
7052	TGM2	11214	AKAP13
1832	DSP	3728	JUP
3326	HSP90AB1	3326	HSP90AB1
2547	XRCC6	91419	XRCC6BP1
7251	TSG101	10015	PDCD6IP
9126	SMC3	10608	MXD4
2099	ESR1	2100	ESR2
4775	NFATC3	5599	MAPK8
3326	HSP90AB1	9049	AIP
3576	CXCL8	3579	CXCR2
596	BCL2	23770	FKBP8
2189	FANCG	6709	SPTAN1
2246	FGF1	2263	FGFR2
3572	IL6ST	3976	LIF
25	ABL1	2876	GPX1
3981	LIG4	10592	SMC2
4000	LMNA	26092	TOR1AIP1
23594	ORC6	23595	ORC3
8350	HIST1H3A	140690	CTCFL
2317	FLNB	5663	PSEN1
5920	RARRES3	84282	RNF135
3099	HK2	7709	ZBTB17
3326	HSP90AB1	5894	RAF1
3320	HSP90AA1	5481	PPID
3708	ITPR1	90627	STARD13
2582	GALE	2582	GALE
3326	HSP90AB1	8453	CUL2
23617	TSSK2	60385	TSKS
367	AR	1499	CTNNB1
1759	DNM1	6456	SH3GL2
56160	NDNL2	493861	EID3
3630	INS	3630	INS
4776	NFATC4	5599	MAPK8
9231	DLG5	10174	SORBS3
1639	DCTN1	10484	SEC23A
2562	GABRB3	29979	UBQLN1
567	B2M	912	CD1D
6845	VAMP7	8943	AP3D1
6863	TAC1	6865	TACR2
7157	TP53	8554	PIAS1
240	ALOX5	23406	COTL1
3957	LGALS2	4049	LTA
2313	FLI1	9063	PIAS2
5159	PDGFRB	5295	PIK3R1
5364	PLXNB1	10507	SEMA4D
7430	EZR	9351	SLC9A3R2
891	CCNB1	57820	CCNB1IP1
2672	GFI1	11107	PRDM5
2242	FES	10155	TRIM28
7957	EPM2A	378884	NHLRC1
2118	ETV4	4087	SMAD2
1050	CEBPA	1053	CEBPE
5588	PRKCQ	10539	GLRX3
377	ARF3	27236	ARFIP1
2676	GFRA3	9048	ARTN
6310	ATXN1	7874	USP7
5979	RET	8517	IKBKG
5863	RGL2	5908	RAP1B
6118	RPA2	6119	RPA3
29763	PACSIN3	29763	PACSIN3
23587	ELP5	342371	ATXN1L
754	PTTG1IP	9232	PTTG1
23345	SYNE1	25777	SUN2
7428	VHL	10168	ZNF197
4221	MEN1	4297	KMT2A
4489	MT1A	9248	GPR50
166	AES	6496	SIX3
1017	CDK2	1017	CDK2
3064	HTT	51003	MED31
7324	UBE2E1	9604	RNF14
5928	RBBP4	161882	ZFPM1
10421	CD2BP2	80709	AKNA
7022	TFAP2C	10765	KDM5B
26297	SERGEF	285381	DPH3
11073	TOPBP1	51366	UBR5
9638	FEZ1	26064	RAI14
3164	NR4A1	51596	CUTA
3551	IKBKB	79004	CUEDC2
774	CACNA1B	6257	RXRB
6872	TAF1	8294	HIST1H4I
10492	SYNCRIP	22927	HABP4
2033	EP300	2100	ESR2
1387	CREBBP	10499	NCOA2
1029	CDKN2A	29950	SERTAD1
2802	GOLGA3	51125	GOLGA7
2963	GTF2F2	8725	URI1
1027	CDKN1B	245711	SPDYA
2353	FOS	8648	NCOA1
5241	PGR	8900	CCNA1
593	BCKDHA	594	BCKDHB
7163	TPD52	7165	TPD52L2
4301	MLLT4	5216	PFN1
4982	TNFRSF11B	8600	TNFSF11
4735	SEPT2	23157	SEPT6
5925	RB1	5925	RB1
9788	MTSS1	9788	MTSS1
4217	MAP3K5	10519	CIB1
3791	KDR	9047	SH2D2A
9734	HDAC9	23468	CBX5
7534	YWHAZ	10987	COPS5
1628	DBP	1649	DDIT3
5335	PLCG1	5747	PTK2
4288	MKI67	25988	HINFP
7391	USF1	7391	USF1
9716	AQR	91603	ZNF830
4281	MID1	11043	MID2
1191	CLU	7046	TGFBR1
8028	MLLT10	84444	DOT1L
567	B2M	3133	HLA-E
356	FASLG	257364	SNX33
5178	PEG3	7186	TRAF2
4436	MSH2	5883	RAD9A
331	XIAP	10572	SIVA1
9399	STOML1	55294	FBXW7
4647	MYO7A	5573	PRKAR1A
4036	LRP2	57763	ANKRA2
9135	RABEP1	23163	GGA3
8784	TNFRSF18	8784	TNFRSF18
4998	ORC1	5001	ORC5
7324	UBE2E1	11043	MID2
88	ACTN2	7273	TTN
8887	TAX1BP1	90627	STARD13
1613	DAPK3	1613	DAPK3
10006	ABI1	10787	NCKAP1
695	BTK	9467	SH3BP5
2597	GAPDH	6310	ATXN1
5058	PAK1	8655	DYNLL1
5074	PAWR	7490	WT1
5467	PPARD	5467	PPARD
2175	FANCA	6597	SMARCA4
819	CAMLG	79845	RNF122
7415	VCP	11124	FAF1
5976	UPF1	6780	STAU1
3654	IRAK1	11213	IRAK3
3667	IRS1	5295	PIK3R1
5094	PCBP2	26986	PABPC1
7298	TYMS	7298	TYMS
3357	HTR2B	84708	LNX1
7251	TSG101	9727	RAB11FIP3
3727	JUND	4193	MDM2
2146	EZH2	80314	EPC1
8856	NR1I2	9611	NCOR1
6790	AURKA	54998	AURKAIP1
1875	E2F5	5933	RBL1
652	BMP4	652	BMP4
11337	GABARAP	11337	GABARAP
672	BRCA1	7324	UBE2E1
3265	HRAS	22806	IKZF3
602	BCL3	10524	KAT5
3251	HPRT1	3251	HPRT1
27231	NMRK2	29967	LRP12
1493	CTLA4	1493	CTLA4
2475	MTOR	57580	PREX1
5450	POU2AF1	6477	SIAH1
1958	EGR1	4664	NAB1
1385	CREB1	9457	FHL5
1420	CRYGC	1420	CRYGC
3320	HSP90AA1	4846	NOS3
867	CBL	5335	PLCG1
573	BAG1	596	BCL2
7247	TSN	23645	PPP1R15A
2533	FYB	4068	SH2D1A
8517	IKBKG	60370	AVPI1
5914	RARA	8204	NRIP1
10163	WASF2	10458	BAIAP2
7428	VHL	8453	CUL2
4204	MECP2	7528	YY1
22976	PAXIP1	80162	ATHL1
429	ASCL1	6925	TCF4
3659	IRF1	10379	IRF9
3198	HOXA1	4188	MDFI
919	CD247	919	CD247
2060	EPS15	9185	REPS2
7334	UBE2N	7336	UBE2V2
7532	YWHAG	23677	SH3BP4
1392	CRH	1394	CRHR1
3172	HNF4A	3172	HNF4A
5728	PTEN	23031	MAST3
2047	EPHB1	2887	GRB10
10670	RRAGA	64121	RRAGC
1051	CEBPB	1052	CEBPD
26285	CLDN17	84708	LNX1
5889	RAD51C	5890	RAD51B
55802	DCP1A	55802	DCP1A
1406	CRX	8815	BANF1
4301	MLLT4	22808	MRAS
58	ACTA1	84676	TRIM63
5580	PRKCD	7428	VHL
3219	HOXB9	7832	BTG2
4691	NCL	7157	TP53
23543	RBFOX2	54715	RBFOX1
3791	KDR	7424	VEGFC
4040	LRP6	22943	DKK1
673	BRAF	7529	YWHAB
26353	HSPB8	26353	HSPB8
7014	TERF2	26277	TINF2
604	BCL6	112939	NACC1
2332	FMR1	23191	CYFIP1
10566	AKAP3	10672	GNA13
1029	CDKN2A	150684	COMMD1
613	BCR	2887	GRB10
8517	IKBKG	9616	RNF7
6455	SH3GL1	6457	SH3GL3
3897	L1CAM	10048	RANBP9
10092	ARPC5	10095	ARPC1B
1855	DVL1	4088	SMAD3
4088	SMAD3	5106	PCK2
8294	HIST1H4I	23476	BRD4
10468	FST	23181	DIP2A
655	BMP7	9241	NOG
2886	GRB7	27289	RND1
51361	HOOK1	64400	AKTIP
367	AR	6840	SVIL
598	BCL2L1	8678	BECN1
6478	SIAH2	7409	VAV1
4217	MAP3K5	5608	MAP2K6
1387	CREBBP	4297	KMT2A
6282	S100A11	6282	S100A11
8294	HIST1H4I	25842	ASF1A
4087	SMAD2	7050	TGIF1
3725	JUN	55212	BBS7
6338	SCNN1B	11060	WWP2
1840	DTX1	4851	NOTCH1
5499	PPP1CA	6780	STAU1
5000	ORC4	55388	MCM10
1786	DNMT1	3066	HDAC2
4609	MYC	7150	TOP1
8294	HIST1H4I	8805	TRIM24
4750	NEK1	9638	FEZ1
5518	PPP2R1A	5525	PPP2R5A
5881	RAC3	29959	NRBP1
6626	SNRPA	6626	SNRPA
3190	HNRNPK	5094	PCBP2
3987	LIMS1	8440	NCK2
6233	RPS27A	26994	RNF11
3313	HSPA9	7157	TP53
5499	PPP1CA	153769	SH3RF2
350	APOH	3949	LDLR
7185	TRAF1	8737	RIPK1
4092	SMAD7	23645	PPP1R15A
4331	MNAT1	9112	MTA1
9128	PRPF4	26121	PRPF31
3320	HSP90AA1	3725	JUN
7321	UBE2D1	51132	RLIM
7186	TRAF2	51330	TNFRSF12A
5970	RELA	8409	UXT
1742	DLG4	3736	KCNA1
9978	RBX1	55832	CAND1
5683	PSMA2	5685	PSMA4
5579	PRKCB	8517	IKBKG
2990	GUSB	2990	GUSB
1281	COL3A1	6678	SPARC
3581	IL9R	10524	KAT5
408	ARRB1	5601	MAPK9
6240	RRM1	50484	RRM2B
2113	ETS1	7329	UBE2I
3399	ID3	6925	TCF4
4067	LYN	115426	UHRF2
10569	SLU7	10594	PRPF8
5501	PPP1CC	153769	SH3RF2
3326	HSP90AB1	3932	LCK
1021	CDK6	1030	CDKN2B
2113	ETS1	51567	TDP2
3362	HTR6	10987	COPS5
5216	PFN1	54518	APBB1IP
2332	FMR1	26747	NUFIP1
6882	TAF11	6884	TAF13
571	BACH1	9935	MAFB
7133	TNFRSF1B	7133	TNFRSF1B
11219	TREX2	11219	TREX2
2063	NR2F6	4673	NAP1L1
1859	DYRK1A	7529	YWHAB
4193	MDM2	8557	TCAP
1022	CDK7	1022	CDK7
4670	HNRNPM	5356	PLRG1
1019	CDK4	1029	CDKN2A
7128	TNFAIP3	7534	YWHAZ
8517	IKBKG	55388	MCM10
648	BMI1	55823	VPS11
3001	GZMA	3001	GZMA
64601	VPS16	65082	VPS33A
9759	HDAC4	10971	YWHAQ
1398	CRK	6464	SHC1
5119	CHMP1A	57132	CHMP1B
5705	PSMC5	9970	NR1I3
7039	TGFA	85409	NKD2
3091	HIF1A	10869	USP19
2048	EPHB2	6714	SRC
896	CCND3	5500	PPP1CB
10923	SUB1	10923	SUB1
51619	UBE2D4	55658	RNF126
5499	PPP1CA	221692	PHACTR1
51100	SH3GLB1	51100	SH3GLB1
8573	CASK	8573	CASK
5194	PEX13	5830	PEX5
5001	ORC5	23594	ORC6
3308	HSPA4	7538	ZFP36
126	ADH1C	126	ADH1C
2649	NR6A1	51720	UIMC1
361	AQP4	361	AQP4
10507	SEMA4D	10507	SEMA4D
7507	XPA	29935	RPA4
93	ACVR2B	55333	SYNJ2BP
351	APP	83941	TM2D1
7323	UBE2D3	7706	TRIM25
9179	AP4M1	10717	AP4B1
7818	DAP3	8772	FADD
2091	FBL	6606	SMN1
5595	MAPK3	5795	PTPRJ
50616	IL22	58985	IL22RA1
5932	RBBP8	26574	AATF
6310	ATXN1	84872	ZC3H10
6598	SMARCB1	58508	KMT2C
2891	GRIA2	6709	SPTAN1
3267	AGFG1	6845	VAMP7
4087	SMAD2	4089	SMAD4
5987	TRIM27	8554	PIAS1
999	CDH1	2768	GNA12
4886	NPY1R	23400	ATP13A2
4691	NCL	80781	COL18A1
8175	SF3A2	10291	SF3A1
1891	ECH1	6774	STAT3
9092	SART1	22938	SNW1
10083	USH1C	83878	USHBP1
6426	SRSF1	7150	TOP1
10926	DBF4	23594	ORC6
9368	SLC9A3R1	9368	SLC9A3R1
3312	HSPA8	3337	DNAJB1
3064	HTT	8930	MBD4
2068	ERCC2	2965	GTF2H1
2885	GRB2	23607	CD2AP
4152	MBD1	10401	PIAS3
4221	MEN1	10926	DBF4
7965	AIMP2	8880	FUBP1
3207	HOXA11	4211	MEIS1
5393	EXOSC9	56915	EXOSC5
595	CCND1	3642	INSM1
51691	LSM8	57819	LSM2
731	C8A	733	C8G
9128	PRPF4	9129	PRPF3
6477	SIAH1	28996	HIPK2
3611	ILK	3688	ITGB1
4609	MYC	55536	CDCA7L
5599	MAPK8	9063	PIAS2
332	BIRC5	3619	INCENP
81	ACTN4	1308	COL17A1
2185	PTK2B	8932	MBD2
988	CDC5L	4174	MCM5
4802	NFYC	22926	ATF6
5300	PIN1	5315	PKM
3709	ITPR2	7223	TRPC4
5530	PPP3CA	5687	PSMA6
80854	SETD7	80854	SETD7
5159	PDGFRB	5781	PTPN11
1432	MAPK14	9261	MAPKAPK2
5111	PCNA	5981	RFC1
7031	TFF1	100131439	CD300LD
51147	ING4	54583	EGLN1
991	CDC20	26271	FBXO5
6648	SOD2	57602	USP36
2274	FHL2	7273	TTN
29950	SERTAD1	80854	SETD7
1457	CSNK2A1	1460	CSNK2B
11059	WWP1	26994	RNF11
3101	HK3	5730	PTGDS
159195	USP54	342371	ATXN1L
27141	CIDEB	27141	CIDEB
3024	HIST1H1A	5890	RAD51B
10365	KLF2	11059	WWP1
7251	TSG101	23295	MGRN1
51127	TRIM17	56658	TRIM39
10262	SF3B4	84292	WDR83
2597	GAPDH	6477	SIAH1
675	BRCA2	56647	BCCIP
5621	PRNP	28987	NOB1
329	BIRC2	56616	DIABLO
3009	HIST1H1B	23468	CBX5
6626	SNRPA	11338	U2AF2
4208	MEF2C	5598	MAPK7
5987	TRIM27	51619	UBE2D4
598	BCL2L1	7159	TP53BP2
5573	PRKAR1A	5613	PRKX
7525	YES1	51206	GP6
8533	COPS3	9318	COPS2
4486	MST1R	7531	YWHAE
7982	ST7	9372	ZFYVE9
1063	CENPF	55746	NUP133
2597	GAPDH	5111	PCNA
10488	CREB3	153222	CREBRF
4168	MCF2	4830	NME1
2048	EPHB2	2048	EPHB2
11275	KLHL2	112939	NACC1
1991	ELANE	388677	NOTCH2NL
5300	PIN1	7465	WEE1
10556	RPP30	10940	POP1
7334	UBE2N	223082	ZNRF2
5577	PRKAR2B	11215	AKAP11
4599	MX1	4599	MX1
23433	RHOQ	55561	CDC42BPG
5411	PNN	9360	PPIG
4692	NDN	4925	NUCB2
6046	BRD2	8294	HIST1H4I
7006	TEC	80306	MED28
135	ADORA2A	135	ADORA2A
3178	HNRNPA1	3981	LIG4
63035	BCORL1	84759	PCGF1
2318	FLNC	6445	SGCG
3398	ID2	64100	ELSPBP1
3643	INSR	8660	IRS2
6709	SPTAN1	26136	TES
1482	NKX2-5	6910	TBX5
3437	IFIT3	11140	CDC37
2155	F7	2155	F7
1387	CREBBP	3159	HMGA1
6310	ATXN1	55249	YY1AP1
5243	ABCB1	6045	RNF2
3172	HNF4A	10370	CITED2
1495	CTNNA1	7414	VCL
7157	TP53	9232	PTTG1
10459	MAD2L2	10459	MAD2L2
988	CDC5L	27339	PRPF19
1605	DAG1	2534	FYN
4092	SMAD7	10987	COPS5
22889	KIAA0907	27339	PRPF19
5170	PDPK1	5566	PRKACA
4952	OCRL	5861	RAB1A
3265	HRAS	6654	SOS1
6195	RPS6KA1	10575	CCT4
5908	RAP1B	5909	RAP1GAP
7248	TSC1	7430	EZR
3320	HSP90AA1	7157	TP53
6331	SCN5A	54221	SNTG2
7874	USP7	81603	TRIM8
7247	TSN	7257	TSNAX
6304	SATB1	8535	CBX4
4005	LMO2	8312	AXIN1
7529	YWHAB	51339	DACT1
10482	NXF1	29107	NXT1
6495	SIX1	7088	TLE1
916	CD3E	7535	ZAP70
4985	OPRD1	9737	GPRASP1
10771	ZMYND11	11244	ZHX1
604	BCL6	23598	PATZ1
6776	STAT5A	9111	NMI
4086	SMAD1	6233	RPS27A
5589	PRKCSH	5590	PRKCZ
8451	CUL4A	9978	RBX1
3551	IKBKB	9817	KEAP1
238	ALK	8517	IKBKG
81	ACTN4	9146	HGS
1438	CSF2RA	5295	PIK3R1
6709	SPTAN1	6711	SPTBN1
585	BBS4	2034	EPAS1
6338	SCNN1B	23327	NEDD4L
4091	SMAD6	10617	STAMBP
6876	TAGLN	9604	RNF14
2335	FN1	2534	FYN
1048	CEACAM5	1048	CEACAM5
582	BBS1	5076	PAX2
3725	JUN	4193	MDM2
4297	KMT2A	23645	PPP1R15A
5730	PTGDS	5730	PTGDS
8170	SLC14A2	23557	SNAPIN
55165	CEP55	56155	TEX14
1956	EGFR	2335	FN1
5111	PCNA	5932	RBBP8
4067	LYN	5144	PDE4D
2885	GRB2	25930	PTPN23
23426	GRIP1	56850	GRIPAP1
475	ATOX1	538	ATP7A
185	AGTR1	5868	RAB5A
54973	CPSF3L	55756	INTS9
55352	COPRS	79084	WDR77
351	APP	7040	TGFB1
3159	HMGA1	5036	PA2G4
8517	IKBKG	9815	GIT2
3835	KIF22	6477	SIAH1
6646	SOAT1	29914	UBIAD1
8736	MYOM1	8736	MYOM1
6597	SMARCA4	57492	ARID1B
4086	SMAD1	10413	YAP1
88	ACTN2	88	ACTN2
1029	CDKN2A	9063	PIAS2
28639	NULL	28755	TRAC
8517	IKBKG	8737	RIPK1
7018	TF	8029	CUBN
26136	TES	55740	ENAH
88	ACTN2	283	ANG
367	AR	10106	CTDSP2
4193	MDM2	6188	RPS3
50618	ITSN2	89848	FCHSD1
10043	TOM1	54472	TOLLIP
6271	S100A1	6271	S100A1
5335	PLCG1	50807	ASAP1
6256	RXRA	10891	PPARGC1A
7525	YES1	80306	MED28
4793	NFKBIB	5970	RELA
7273	TTN	84033	OBSCN
8727	CTNNAL1	11214	AKAP13
25945	PVRL3	25945	PVRL3
22976	PAXIP1	348303	SELV
10933	MORF4L1	10933	MORF4L1
5340	PLG	5340	PLG
1616	DAXX	3315	HSPB1
1029	CDKN2A	1877	E4F1
914	CD2	30011	SH3KBP1
5499	PPP1CA	10421	CD2BP2
2885	GRB2	4582	MUC1
1108	CHD4	6597	SMARCA4
29911	HOOK2	64400	AKTIP
695	BTK	29760	BLNK
6627	SNRPA1	6629	SNRPB2
351	APP	6880	TAF9
5335	PLCG1	54822	TRPM7
7248	TSC1	7248	TSC1
4830	NME1	58497	PRUNE
10133	OPTN	58533	SNX6
5607	MAP2K5	50855	PARD6A
2885	GRB2	5930	RBBP6
1665	DHX15	8241	RBM10
6257	RXRB	7376	NR1H2
6683	SPAST	57132	CHMP1B
7791	ZYX	54836	BSPRY
406	ARNTL	4862	NPAS2
2060	EPS15	23111	SPG20
1033	CDKN3	1033	CDKN3
339	APOBEC1	51726	DNAJB11
595	CCND1	115426	UHRF2
9402	GRAP2	10617	STAMBP
3937	LCP2	6850	SYK
7322	UBE2D2	7337	UBE3A
891	CCNB1	899	CCNF
6606	SMN1	8880	FUBP1
2885	GRB2	3717	JAK2
5347	PLK1	11078	TRIOBP
1832	DSP	5318	PKP2
558	AXL	2885	GRB2
367	AR	2316	FLNA
3064	HTT	9611	NCOR1
26019	UPF2	65110	UPF3A
80117	ARL14	120534	ARL14EP
215	ABCD1	5824	PEX19
1022	CDK7	1869	E2F1
2888	GRB14	80351	TNKS2
8932	MBD2	25942	SIN3A
4791	NFKB2	4794	NFKBIE
998	CDC42	7454	WAS
130916	MTERF4	387338	NSUN4
3815	KIT	5335	PLCG1
6502	SKP2	11274	USP18
90952	ESAM	90952	ESAM
3717	JAK2	6776	STAT5A
2696	GIPR	84708	LNX1
55660	PRPF40A	56252	YLPM1
6091	ROBO1	9353	SLIT2
1163	CKS1B	6500	SKP1
5159	PDGFRB	6643	SNX2
672	BRCA1	3838	KPNA2
8470	SORBS2	23022	PALLD
7337	UBE3A	51497	NELFCD
4087	SMAD2	4088	SMAD3
4036	LRP2	9223	MAGI1
5526	PPP2R5B	11200	CHEK2
3339	HSPG2	9982	FGFBP1
25	ABL1	2060	EPS15
6048	RNF5	7322	UBE2D2
7185	TRAF1	148022	TICAM1
4233	MET	4233	MET
2641	GCG	2740	GLP1R
409	ARRB2	2316	FLNA
196	AHR	6714	SRC
5257	PHKB	23178	PASK
8189	SYMPK	29101	SSU72
6616	SNAP25	6810	STX4
10226	PLIN3	23111	SPG20
476	ATP1A1	7178	TPT1
2260	FGFR1	8074	FGF23
642	BLMH	6159	RPL29
5295	PIK3R1	6850	SYK
5499	PPP1CA	7159	TP53BP2
3195	TLX1	5087	PBX1
30011	SH3KBP1	56904	SH3GLB2
9111	NMI	25855	BRMS1
4087	SMAD2	6667	SP1
6310	ATXN1	54477	PLEKHA5
7132	TNFRSF1A	7329	UBE2I
2810	SFN	4486	MST1R
694	BTG1	3219	HOXB9
8291	DYSF	23557	SNAPIN
3276	PRMT1	8312	AXIN1
1460	CSNK2B	9261	MAPKAPK2
51619	UBE2D4	54778	RNF111
3320	HSP90AA1	130872	AHSA2
28996	HIPK2	28996	HIPK2
324	APC	22920	KIFAP3
2162	F13A1	2162	F13A1
83700	JAM3	83700	JAM3
2332	FMR1	57532	NUFIP2
3303	HSPA1A	10475	TRIM38
9223	MAGI1	9311	ASIC3
11338	U2AF2	57794	SUGP1
